RestaurantName,LocationName,CategoryName,Address_x,City_x,State_x,Zip,Violations,CurrentDemerits,InspectionDemerits,CurrentScore,InspectionScore,CurrentGrade,InspectionGrade,BusinessId,Neighborhood,Address_y,City_y,State_y,Stars,ReviewCount,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi
Cici's Pizza,Cici's Pizza,Restaurant,8465 W Sahara Ave,Las Vegas,Nevada,89117.0,6,24.0,10.0,95.0,95.0,A,A,v2UKNMDqWN1UaWlK2Ugx2Q,Westside,8465 W Sahara Ave,Las Vegas,NV,3.5,9,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,Null,1.0,1,Null,0.0,1.0,Null,Null,Null
Dot's Southern Kitchen,Dot's Southern Kitchen,Restaurant,4955 E Craig Rd 3,Las Vegas,Nevada,89115.0,31,0.0,52.0,95.0,90.0,A,A,h0MNaniQdLa3ZGmXh9DDeQ,,4955 E Craig Rd,Las Vegas,NV,2.5,37,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,0.0,1,0.0,1.0,1.0,Null,0.0,0.0
Sunshine Cafe,Sunshine Cafe,Restaurant,1581 N Decatur Blvd,Las Vegas,Nevada,89108.0,48,66.0,121.0,95.0,91.36363636363636,A,A,8fiZjbPMgg4qDSLIdZsWZg,,1581 N Decatur Blvd,Las Vegas,NV,4.0,39,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
Thai Original BBQ Restaurant,Thai Original BBQ Restaurant,Restaurant,6820 W Flamingo Rd A,Las Vegas,Nevada,89103.0,44,36.0,133.0,95.0,89.16666666666669,A,B,CgnHLwWbteqb8qxcZgBLyw,,"6820 W Flamingo Rd, Ste A",Las Vegas,NV,3.5,56,Null,Null,0.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Tacos La Mexicana,Tacos La Mexicana,Restaurant,3675 S Decatur Blvd,Las Vegas,Nevada,89103.0,98,24.0,236.0,95.0,89.73684210526315,A,B,KdQM64AQ5_ppgs6RolwJ4w,Chinatown,"3675 S Decatur Blvd, Ste 1",Las Vegas,NV,4.0,45,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Roberto's Taco Shop,Roberto's Taco Shop,Restaurant,6820 W Flamingo Rd D,Las Vegas,Nevada,89103.0,57,14.0,128.0,95.0,92.5,A,A,wT-J6sib_NSr8rcH2aTcAA,,6820 W Flamingo Rd,Las Vegas,NV,2.5,41,Null,Null,0.0,1.0,Null,Null,Null,0.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,0.0,Null,1.0,3.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Cake World Bakery,Cake World Bakery,Snack Bar,220 N Maryland Pkwy,Las Vegas,Nevada,89101.0,50,112.0,129.0,95.0,92.14285714285714,A,A,E9YrPcoz_USW31ZBIiMeMg,Downtown,220 N Maryland Pkwy,Las Vegas,NV,4.5,43,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,2,Null,Null,1.0,Null,Null,Null
Long John Silver's,Long John Silvers #31329,Restaurant,1229 E Flamingo Rd,Las Vegas,Nevada,89119.0,35,48.0,70.0,95.0,90.0,A,A,TUfb2lH2nwKqu_IyM8wA-A,University,1229 E Flamingo Rd,Las Vegas,NV,3.5,9,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,1.0,Null,1.0,Null,Null,Null,0.0,Null,3.0,Null,0.0,0.0,Null,0.0,1.0,4,0.0,0.0,1.0,Null,Null,0.0
Nevada Chicken Cafe,Nevada Chicken Cafe,Restaurant,6155 W Sahara Ave 1,Las Vegas,Nevada,89146.0,76,113.0,193.0,95.0,91.66666666666669,A,A,2dCnTMv3Hh-fM8bOjYS4Xw,Westside,6155 W Sahara Ave,Las Vegas,NV,3.5,350,Null,Null,1.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Grimaldi's Pizzeria,Grimaldi's Pizzeria,Restaurant,750 S Rampart Blvd 7,Las Vegas,Nevada,89145.0,37,98.0,73.0,95.0,95.0,A,A,RRw9I8pHt5PzgYGT2QeODw,Westside,"750 S Rampart Blvd, Ste 7",Las Vegas,NV,4.0,505,Null,Null,2.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Blue Ox Tavern,Blue Ox Tavern,Bar / Tavern,5825 W Sahara Ave,Las Vegas,Nevada,89146.0,20,48.0,32.0,95.0,95.0,A,A,5PP6BwtNYlPARHApB9lzcQ,Westside,"5825 W Sahara Ave, Ste A",Las Vegas,NV,4.0,101,Null,Null,2.0,1.0,Null,Null,3.0,0.0,0.0,1.0,1.0,Null,0.0,0.0,Null,Null,0.0,Null,0.0,0.0,2.0,Null,1.0,1.0,0.0,1.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,1.0,1.0,1.0,1.0,1.0
Putter's Bar & Grill,Putter's Bar & Grill,Restaurant,8945 Las Vegas Blvd,Las Vegas,Nevada,89123.0,25,56.0,34.0,95.0,72.85714285714286,A,C,b0WztBYRaswkUARxLQ1aKg,Southeast,8945 S Las Vegas Blvd,Las Vegas,NV,4.0,38,Null,Null,2.0,1.0,Null,Null,3.0,1.0,Null,1.0,1.0,Null,0.0,0.0,Null,Null,Null,Null,0.0,0.0,2.0,Null,1.0,1.0,0.0,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Bakery Magic,"Bakery Magic Jv1, LLC",Bakery Sales,4110 S Maryland Pkwy 23,Las Vegas,Nevada,89119.0,8,20.0,20.0,95.0,95.0,A,A,ASYsl1vHY0aKRXlPtHeCWQ,University,"4110 S Maryland Pkwy, Ste 23",Las Vegas,NV,3.5,16,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,Null,Null,Null,Null
Kabob Express,Kabob Express,Restaurant,4912 S Eastern Ave 3,Las Vegas,Nevada,89119.0,78,99.0,155.0,95.0,91.875,A,A,kkdm8TM6qTaVnrz5XsG0hQ,Southeast,"4912 S Eastern Ave, Ste 3",Las Vegas,NV,4.5,272,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,1.0,0.0,1.0,Null,1.0,0.0
Haifa Restaurant,HAIFA RESTAURANT,Restaurant,855 E Twain Ave -104,Las Vegas,Nevada,89169.0,30,72.0,98.0,95.0,91.66666666666669,A,A,8945PbOxSjb6hwHdVWWUIw,Eastside,"855 E Twain Ave, Ste 101",Las Vegas,NV,2.5,10,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,Null,0.0
Anna's Garden,Annas Garden,Restaurant,5740 Spring Mountain Rd,Las Vegas,Nevada,89146.0,33,80.0,120.0,95.0,86.25,A,B,Oyo5CWthu2upxxaf69MfIg,Chinatown,5740 Spring Mountain Rd,Las Vegas,NV,3.5,28,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,Null
Manhattan Pizza,Manhattan Pizza,Restaurant,8550 W Charleston Blvd 105,Las Vegas,Nevada,89117.0,45,11.0,100.0,95.0,94.23076923076924,A,A,ai8nfTBNvL579cjIuqZajQ,Westside,"8550 W Charleston Blvd, Ste 105",Las Vegas,NV,4.0,169,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Hawaiian Hale,Hawaiian Hale,Restaurant,2439 S Valley View Blvd,Las Vegas,Nevada,89102.0,8,20.0,20.0,95.0,95.0,A,A,lgThAiX5kMvSxizl2tQ1hA,Westside,2439 S Valley View Blvd,Las Vegas,NV,4.0,17,Null,Null,Null,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,Null,1.0,1,0.0,1.0,1.0,Null,Null,Null
Capriotti's Sandwich Shop,CAPRIOTTI'S SANDWICH SHOP,Restaurant,325 N NELLIS 120,Las Vegas,Nevada,89110.0,42,74.0,98.0,95.0,92.69230769230771,A,A,9MK66QkfnTp6BxZudH9wxg,Sunrise,325 N Nellis Blvd,Las Vegas,NV,3.5,57,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,1.0,0.0
Round Table Pizza,Round Table Pizza,Restaurant,8878 S Eastern Ave,Las Vegas,Nevada,89123.0,26,28.0,90.0,95.0,89.2857142857143,A,B,XjsCGzq5P1pCiAHotA9HCw,,"8878 S Eastern Ave, Ste 104",Las Vegas,NV,4.0,12,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,Null,0.0
Orchids Garden Chinese Restaurant,Orchids Garden Chinese Restaurant,Restaurant,5485 W Sahara Ave,Las Vegas,Nevada,89146.0,88,122.0,168.0,95.0,92.27272727272728,A,A,Jur1iiejUFw_YCkfDfy1gQ,Westside,5485 W Sahara Ave,Las Vegas,NV,3.5,832,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Golden Spoon Frozen Yogurt,Golden Spoon Frozen Yogurt,Restaurant,8680 W Warm Springs Rd 115,Las Vegas,Nevada,89148.0,23,27.0,53.0,95.0,84.44444444444444,A,B,eTUDAJdOHBwKa2yaD_jB6Q,Spring Valley,"8680 W Warm Springs Rd, Ste 110",Las Vegas,NV,3.5,42,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,0.0
Poppy's Frozen Yogurt,Poppy's Frozen Yogurt,Restaurant,9345 S Cimarron Rd 110,Las Vegas,Nevada,89178.0,18,3.0,31.0,95.0,95.0,A,A,jOSB_Sc4B3IsI5-MJluBsg,Southwest,9345 S Cimarron Rd,Las Vegas,NV,4.5,132,Null,Null,Null,Null,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1,Null,Null,1.0,Null,1.0,1.0
Taqueria El Paisano,Taqueria El Paisano,Restaurant,3300 S Decatur Blvd 1 & 2,Las Vegas,Nevada,89102.0,121,151.0,244.0,95.0,88.68421052631581,A,B,T6mV9V8sfyW3Wj5tsKgabw,Westside,"3300 S Decatur Blvd, Ste 1",Las Vegas,NV,3.0,24,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,Null,0.0
Cherry Berries,Cherry Berries,Restaurant,2405 S Eastern Ave,Las Vegas,Nevada,89104.0,62,80.0,150.0,95.0,91.42857142857143,A,A,5TeA1dyLR7MIor-DfIrYog,Downtown,2405 Eastern Ave,Las Vegas,NV,4.0,38,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,1.0,1.0,Null,1.0,0.0
Sunrise Too Donuts,Sunrise Too Donuts,Restaurant,3005 E Charleston Blvd,Las Vegas,Nevada,89104.0,29,53.0,52.0,95.0,95.0,A,A,LTpH7PllA7ruroTZRXnWqw,Downtown,3005 E Charleston Blvd,Las Vegas,NV,4.0,20,Null,Null,Null,Null,Null,Null,Null,1.0,Null,0.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0.0,Null,1,Null,Null,1.0,Null,1.0,Null
Los Huicholes,Los Huicholes,Restaurant,546 N Eastern Ave,Las Vegas,Nevada,89101.0,38,117.0,107.0,95.0,93.46153846153848,A,A,NnoJ7MBgV_F-bv7FA_X_BA,,"546 N Eastern Ave, Ste 100",Las Vegas,NV,4.0,79,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,1,1.0,1.0,1.0,Null,1.0,1.0
Yellow Lunch Box,Yellow Lunch Box,Food Trucks / Mobile Vendor,6181 S Rainbow Blvd,Las Vegas,Nevada,89118.0,1,5.0,5.0,95.0,95.0,A,A,f4wR4t1uXCXFY7xBslzMcw,Spring Valley,6330 W Sunset Rd,Las Vegas,NV,3.5,6,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,Null,Null,Null,0.0,Null,Null,Null,0.0,1,Null,Null,1.0,Null,Null,Null
MAMAOH,MAMAOH,Restaurant,8635 S RAINBOW Blvd 110,Las Vegas,Nevada,89139.0,5,12.0,12.0,95.0,95.0,A,A,HUwzarG0givckxXWTF5lIQ,Southwest,"8635 S Rainbow Blvd, Ste 110",Las Vegas,NV,4.0,189,Null,Null,0.0,1.0,Null,Null,Null,0.0,0.0,1.0,0.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
Rustica Pizzeria,Rustica Pizzeria,Restaurant,9730 W Tropicana 140,Las Vegas,Nevada,89147.0,40,102.0,82.0,95.0,93.33333333333331,A,A,4EfiNcKSsafogIhAjwv0gg,Spring Valley,"9730 W Tropicana Ave, Ste 140",Las Vegas,NV,4.0,155,Null,Null,1.0,1.0,Null,Null,Null,1.0,1.0,1.0,1.0,Null,1.0,Null,Null,Null,0.0,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,1.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Omelet House Summerlin,Omelet House Summerlin,Restaurant,2227 N Rampart Blvd,Las Vegas,Nevada,89128.0,53,107.0,126.0,95.0,92.14285714285714,A,A,0jtRI7hVMpQHpUVtUy4ITw,Summerlin,2227 N Rampart Blvd,Las Vegas,NV,4.0,242,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Greens and Proteins,Greens and Proteins,Restaurant,8975 S Eastern Ave 3B,Las Vegas,Nevada,89123.0,55,74.0,108.0,95.0,92.5,A,A,p5rpYtxS5xPQjt3MXYVEwA,Southeast,"8975 S Eastern Ave, Ste 3C",Las Vegas,NV,4.0,678,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,0.0,Null,1.0,3.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,0.0,0.0,1.0,Null,1.0,1.0
Jollibee,Jollibee,Restaurant,9430 W Sahara Ave 5,Las Vegas,Nevada,89117.0,78,123.0,177.0,95.0,91.5,A,A,JbopSXzZIy7id23GJsO9pA,Westside,"9430 W Sahara Ave, Ste 100A",Las Vegas,NV,2.5,188,Null,Null,0.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,1.0,Null,1.0,4.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,1.0
Chipotle Mexican Grill,Chipotle Mexican Grill,Restaurant,2540 S Decatur Blvd,Las Vegas,Nevada,89102.0,33,3.0,60.0,95.0,82.5,A,B,wwgH65yjLssksjz8ASU3QA,Westside,2540 S Decatur Blvd,Las Vegas,NV,3.0,81,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,0.0,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Yagyu Yakiniku,Yagyu Yakiniku,Restaurant,4355 W Spring Mountain,Las Vegas,Nevada,89102.0,96,0.0,211.0,95.0,89.70588235294117,A,B,D1BrHyiZON7u_ef-qt4_Uw,Chinatown,"4355 W Spring Mountain Rd, Ste 107",Las Vegas,NV,3.5,147,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,0.0,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Chow Mein Express,CHOW MEIN EXPRESS,Restaurant,3955 S Durango Dr B2,Las Vegas,Nevada,89147.0,57,301.0,148.0,65.0,83.57142857142857,D,B,KhYA1VGwy1naIiIAvPfolw,Spring Valley,"3955 S Durango Dr, Ste B2",Las Vegas,NV,3.5,16,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Catfish Alley,Catfish Alley,Restaurant,467 E Silverado Ranch Blvd,Las Vegas,Nevada,89183.0,17,28.0,46.0,95.0,95.0,A,A,gpflXHwzORmGqJNgkKtkEA,Southeast,467 E Silverado,Las Vegas,NV,4.0,47,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,1.0,0.0
Taco Time,Travel Center,Restaurant,8050 Dean Martin Dr,Las Vegas,Nevada,89139.0,56,19.0,117.0,95.0,92.36842105263158,A,A,S6V63OzrCaj22BQJeKBDCw,Southwest,8050 Dean Martin Dr,Las Vegas,NV,3.5,38,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,0.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,1,0.0,0.0,1.0,Null,Null,0.0
Espresso,Espresso,Snack Bar,9555 S Eastern Ave,Las Vegas,Nevada,89123.0,1,9.0,9.0,95.0,95.0,A,A,1mkBh9tt9BnN6bGKsPGLGQ,Southeast,9555 S Eastern Ave,Las Vegas,NV,3.0,32,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,1.0,Null,Null,Null,Null,2,Null,Null,Null,Null,1.0,1.0
QUADZ,QUADZ,Bar / Tavern,4640 Paradise Rd 12,Las Vegas,Nevada,89169.0,33,32.0,61.0,95.0,93.88888888888887,A,A,xBWTtwUd3tFCX5vobs2p7A,Eastside,4640 Paradise Rd,Las Vegas,NV,3.5,50,Null,Null,2.0,1.0,Null,Null,3.0,0.0,Null,1.0,2.0,Null,Null,0.0,Null,Null,0.0,Null,0.0,Null,Null,Null,1.0,1.0,1.0,1.0,Null,0.0,Null,Null,Null,1.0,1,0.0,Null,Null,1.0,0.0,Null
Island Style Restaurant,Island Style Restaurant,Restaurant,3909 W Sahara Ave,Las Vegas,Nevada,89102.0,149,30.0,364.0,95.0,87.5,A,B,Os1n1_idfw9vv9kwULGJnQ,Westside,"3909 W Sahara Ave, Ste 1",Las Vegas,NV,4.5,782,Null,Null,0.0,1.0,Null,Null,Null,1.0,0.0,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,1.0
Jackpot Joanie's,Jackpot Joanie's,Bar / Tavern,5406 Boulder Hwy A,Las Vegas,Nevada,89122.0,28,47.0,38.0,95.0,86.25,A,B,o4GOd5mOs0AwvHgKb9o-Dw,Eastside,5406 Boulder Hwy,Las Vegas,NV,4.0,6,Null,Null,2.0,0.0,Null,Null,1.0,0.0,Null,1.0,0.0,Null,Null,0.0,Null,Null,Null,Null,1.0,0.0,Null,Null,1.0,1.0,0.0,1.0,Null,0.0,Null,Null,Null,1.0,1,Null,Null,Null,1.0,Null,Null
Jimmy John's Gourmet Sandwiches,Jimmy Johns Gourmet Sandwiches,Restaurant,2530 S Decatur Blvd,Las Vegas,Nevada,89102.0,7,6.0,25.0,95.0,91.66666666666669,A,A,RUJfBZJuYEGgKYRW6mIzCQ,Westside,2530 S Decatur Blvd,Las Vegas,NV,4.0,17,Null,Null,0.0,0.0,Null,Null,Null,Null,Null,1.0,0.0,Null,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,1.0,1.0,1,0.0,0.0,1.0,Null,Null,Null
Friendz Catering,FLEX LOUNGE,Caterer,4371 W Charleston Blvd,Las Vegas,Nevada,89102.0,21,42.0,46.0,95.0,95.0,A,A,XvXPivT5QJDTfTY2A5AHzg,Westside,,Las Vegas,NV,3.0,13,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,2,Null,Null,Null,Null,Null,Null
Varadero Cuban Restaurant,Varadero Cuban Restaurant,Restaurant,5081 N Rainbow Blvd,Las Vegas,Nevada,89130.0,30,42.0,93.0,95.0,88.33333333333331,A,B,r7UZDbth0NtbZDJKq1-JyQ,Northwest,"5081 N Rainbow Blvd, Ste 100",Las Vegas,NV,4.0,18,Null,Null,1.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,0.0,0.0,Null,0.0,1.0,2,0.0,1.0,1.0,Null,1.0,0.0
Magura Restaurant,Magura Restaurant,Restaurant,1305 Vegas Valley Dr B & C,Las Vegas,Nevada,89169.0,50,54.0,98.0,95.0,88.33333333333331,A,B,4vwhK3Uxlp2gBtQuP78NOA,Eastside,"1305 Vegas Valley Dr, Ste B",Las Vegas,NV,3.5,16,Null,Null,2.0,0.0,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,1.0,0.0,Null,Null,0.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,1,Null,1.0,1.0,Null,1.0,1.0
Hunan Jiu Jia,CTR@SPR MTN-Hunan Jiu Jia,Restaurant,3950 Schiff Dr,Las Vegas,Nevada,89103.0,91,0.0,222.0,95.0,87.94117647058823,A,B,TkrydveE1Laf_LHoKFALNw,Chinatown,3950 Schiff Dr,Las Vegas,NV,3.5,29,Null,Null,1.0,1.0,Null,Null,Null,1.0,Null,1.0,0.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,Null,1.0
Manhattan Pizza IV,Manhattan Pizza IV,Restaurant,3950 N Tenaya Way,Las Vegas,Nevada,89129.0,38,21.0,75.0,95.0,94.375,A,A,xwoM2Zc38DFKv3-8dCU8Pw,Northwest,3950 N Tenaya Way,Las Vegas,NV,3.0,54,Null,Null,0.0,0.0,Null,Null,Null,1.0,Null,1.0,1.0,Null,1.0,Null,Null,Null,Null,Null,Null,1.0,2.0,Null,Null,1.0,Null,0.0,Null,0.0,0.0,Null,1.0,1.0,2,0.0,0.0,1.0,Null,Null,0.0
Carrabba's Italian Grill,Carrabba's Italian Grill,Restaurant,8771 W Charleston Blvd,Las Vegas,Nevada,89117.0,36,27.0,84.0,95.0,92.0,A,A,PSRZaGGxXmOmabL2si8pKw,Westside,8771 W Charleston Blvd,Las Vegas,NV,3.5,246,Null,Null,2.0,1.0,0.0,1.0,Null,1.0,Null,1.0,1.0,Null,1.0,Null,0.0,Null,Null,Null,Null,1.0,1.0,Null,Null,1.0,Null,1.0,Null,1.0,0.0,Null,0.0,1.0,2,1.0,1.0,1.0,Null,1.0,0.0
