RestaurantName,LocationName,CategoryName,Address,City,State,Zip,CurrentGrade
EL DORADO EXPRESS SEASONAL  SEP18-MAY19,BOULEVARD FOOD COURT,Portable Unit,3755 S LAS VEGAS,Las Vegas,Nevada,89109,A
EL SABORES MOBILE - DELETED,EL SABORES,Food Trucks / Mobile Vendor,640 N EASTERN Ave,Las Vegas,Nevada,89101,A
Four Queens Canyon Club Bar,Four Queens Hotel & Casino,Bar / Tavern,202 Fremont St,Las Vegas,Nevada,89101-5606,A
Fresh & Easy Sampling,Fresh & Easy Neighborhood Market,Grocery Store Sampling,1450 W Horizon Ridge Pkwy,Henderson,Nevada,89012-4477,A
GODIVA CHOCOLATIER #507,GODIVA CHOCOLATIER @ FASHION SHOW,Confection,3200 S Las Vegas Blvd #1530,Las Vegas,Nevada,89109-2612,A
GREEN VALLEY RANCH BUFFET - ITALIAN,GREEN VALLEY RANCH,Buffet,2300 Paseo Verde Pkwy,Henderson,Nevada,89052-2672,A
Gaylord of India Bar,Rio Hotel & Casino,Bar / Tavern,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
Granello Oven Area,Granello Bakery,Special Kitchen,5045 W Mardon Ave,Las Vegas,Nevada,89139-5521,A
Green Valley Grocery #42 SNACK BAR,Green Valley Grocery #42,Snack Bar,5225 Camino Al Norte,North Las Vegas,Nevada,89031-7900,A
HARD ROCK PORT SERVICE BAR,HARD ROCK HOTEL & CASINO,Portable Unit,4455 S Paradise Rd,Las Vegas,Nevada,89169-6574,A
HILTON LLV BAKERY,HILTON LAKE LAS VEGAS RESORT & SPA,Kitchen Bakery,1610 Lake Las Vegas Pkwy,Henderson,Nevada,89011-2802,A
HOOVER DAM CAFE,STATE OF NEVADA SERVICES TO THE BLIND,Restaurant,HIGHWAY 93,Boulder City,Nevada,89006,A
HOOVER DAM LODGE LA VILLITA BAR,HOOVER DAM LODGE,Bar / Tavern,18000 E 93 HWY S,Boulder City,Nevada,89005,A
Hilton Garden Inn - Bar,Hilton Garden Inn,Bar / Tavern,1340 W Warm Springs Rd,Henderson,Nevada,89014-7629,A
Hot N Juicy Crawfish - Service Bar,CTR@SPR MTN-Hot N Juicy Crawfish,Bar / Tavern,3863 W Spring Mountain Rd,Las Vegas,Nevada,89102-8610,A
IHOP #3037,IHOP,Restaurant,9651 Trailwood Dr,Las Vegas,Nevada,89134-6249,A
ISLAND PACIFIC VEGAS PRODUCE MARKET,ISLAND PACIFIC SEAFOOD MARKET,Produce Market,8650 W TROPICANA,Las Vegas,Nevada,89147,A
JW MARRIOTT CLUBHOUSE DELI - SERVICE KIT,JW Marriott/RAMPART Hotel & Casino,Special Kitchen,221 N Rampart Blvd,Las Vegas,Nevada,89145-5722,A
Juicie Juice,Juicie Juice,Restaurant,61 N Sandhill Blvd,Mesquite,Nevada,89027-4806,A
KABOB EMPIRE @ GRAND CANAL,KABOB EMPIRE @ GRAND CANAL,Restaurant,3358 S LAS VEGAS,Las Vegas,Nevada,89109,B
KIMCHI BUFFET,GOLD KEY SHOPS - KIMCHI,Buffet,3049 S Las Vegas Blvd,Las Vegas,Nevada,89109-1960,A
KITCHEN,HACIENDA DEL REY VEGAS,Restaurant,2797 S MARYLAND Pkwy 1,Las Vegas,Nevada,89109,A
"Kim, Frank ES Kitchen","Kim, Frank Elementary School",Elementary School Kitchen,7600 Peace Way,Las Vegas,Nevada,89147-5127,A
Kwiky Market Snack Bar,Kwiky Market @ Plaza Del Rio Sc,Snack Bar,6055 E Lake Mead Blvd K-L,Las Vegas,Nevada,89156-7801,A
LALA PIZZA,LALA PIZZA,Restaurant,8480 S LAS VEGAS Blvd,Las Vegas,Nevada,89110,O
LAS FAMOSAS DE JOSE,LAS FAMOSAS DE JOSE,Restaurant,577 E TWAIN Ave,Las Vegas,Nevada,89169,A
LAS TAPATIAS  ICE CREAM #3,LAS TAPATIAS ICE CREAM,Food Trucks / Mobile Vendor,2600 JANSEN Ave,Las Vegas,Nevada,89101,A
LOBSTAH TRAP BAR,LOBSTAH TRAP @ HAWAIIAN MARKETPLACE,Bar / Tavern,3743 S LAS VEGAS Blvd 104,Las Vegas,Nevada,89109,A
LV FOOD JUNKY SEASONAL(2/18/16 - 10/18/16),LV FOOD JUNKY,Portable Unit,450 FREMONT 135,Las Vegas,Nevada,89101,A
Lacy's Bar,Lacy's Bar,Bar / Tavern,1852 Las Vegas Blvd,North Las Vegas,Nevada,89030-6937,A
Laughlin Mobil Deli,Laughlin Mobil Mart,Restaurant,3020 Needles Hwy,Laughlin,Nevada,89029-0808,A
Legacy Golf Club Lounge,Legacy Golf Club,Bar / Tavern,130 Par Excellence Dr,Henderson,Nevada,89074-4228,A
Liberty High School Kitchen,Liberty High School,Institutional Food Service,11050 Bermuda,Las Vegas,Nevada,89123,A
Lucky's Lounge II - Bar,LUCKYS LOUNGE II,Bar / Tavern,7345 S Jones Blvd,Las Vegas,Nevada,89139-0507,A
M - Vig Deli Prep/Warewashing,M Resort Spa & Casino,Vegetable Prep,12300 S Las Vegas Blvd,Henderson,Nevada,89044-9506,A
MAGOOS EAST LOUNGE SNACK BAR,Magoos East Lounge,Snack Bar,2585 E Flamingo Rd,Las Vegas,Nevada,89121-5254,A
MASTER KIM'S KOREAN BBQ,MASTER KIM'S KOREAN BBQ,Restaurant,7036 S DURANGO,Las Vegas,Nevada,89113,A
MB DELANO 3940 COFFEE BAR,MANDALAY BAY HOTEL & CASINO,Restaurant,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,A
MB STEAKHOUSE RESTAURANT FL1,MB STEAKHOUSE @ THE HARD ROCK,Restaurant,4455 PARADISE,Las Vegas,Nevada,89169,A
MIRAGE PORTABLE BARS - 16,MIRAGE HOTEL & CASINO,Portable Bar,3400 S Las Vegas Blvd,Las Vegas,Nevada,89109-8923,A
Manila Sunset Restaurant   DELETED 8/8/13,Manila Sunset Restaurant,Restaurant,1221 E Sahara Ave,Las Vegas,Nevada,89104-3402,A
McCarran Bar Gate 6,McCarran Host International,Bar / Tavern,5757 Wayne Newton Blvd,Las Vegas,Nevada,89111-5000,A
Mercado Carnal Meat,Mercado Carnal,Meat/Poultry/Seafood,5482 E Lake Mead Blvd,Las Vegas,Nevada,89156-6600,A
Metro Pizza - GV - Prep Kitchen,Metro Pizza - Green Valley,Special Kitchen,1420 W Horizon Ridge Pkwy,Henderson,Nevada,89012-4422,A
Mountain View Elementary School Kitchen,Mountain View Elem School,Elementary School Kitchen,5435 E Kell Ln,Las Vegas,Nevada,89115,A
NATALIE'S EAT PREP KITCHEN,NATALIE'S EAT,Special Kitchen,707 E CARSON,Las Vegas,Nevada,89101,A
NOZOMI SUSHI RESTAURANT,NOZOMI SUSHI,Restaurant,2202 W CHARLESTON 11,Las Vegas,Nevada,89102,A
OFF THE STRIP UPSTAIR BAR,OFF THE STRIP @ LINQ,Bar / Tavern,3545 S LAS VEGAS Blvd L5,Las Vegas,Nevada,89109,A
P DUBWAY,P DUBWAY,Restaurant,3680 S MARYLAND Pkwy 160,Las Vegas,Nevada,89169,A
PAHRUMP HONEY COMPANY FMLR,PAHRUMP HONEY COMPANY,Farmer's Market,5560 E LAKE MEAD,Las Vegas,Nevada,89156,A
PALAZZO BAKERY,PALAZZO HOTEL & CASINO,Kitchen Bakery,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
PALAZZO PANTRY FL 49,PALAZZO HOTEL & CASINO,Pantry,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
PALMS MOON BAR #3 - 29TH FLOOR,Palms Casino Resort,Bar / Tavern,4321 W Flamingo Rd,Las Vegas,Nevada,89103-3903,A
PALMS VIEW - PASTA PREP KITCHEN,Palms Casino Resort,Special Kitchen,4321 W Flamingo Rd,Las Vegas,Nevada,89103-3903,A
PANDA EXPRESS,PANDA EXPRESS,Restaurant,1350 W LAKE MEAD,Las Vegas,Nevada,89111,A
PARIS LE VILLAGE BUFFET BURGUNDY,PARIS HOTEL & CASINO,Buffet,3655 S Las Vegas Blvd,Las Vegas,Nevada,89109-4345,A
PHOENIX KITCHEN,"PHOENIX, THE",Restaurant,4213 W Sahara Ave,Las Vegas,Nevada,89102-3704,A
PT'S to Go,PT'S to Go #593,Restaurant,6515 S Jones Blvd,Las Vegas,Nevada,89118-3337,A
Palace Station Dessert Buffet Line,Palace Station,Special Kitchen,2411 W Sahara Ave,Las Vegas,Nevada,89102-4343,A
Pioneer Bumbleberry Buffet,PIONEER HOTEL,Buffet,2200 S CASINO Dr,Laughlin,Nevada,89029,A
RUBICON NIGHTCLUB BACK BAR,RUBICON NIGHTCLUB,Bar / Tavern,9151 S LAS VEGAS Blvd 300,Las Vegas,Nevada,89123,A
Red Rock Country Club Cabana Grill,Red Rock Country Club,Snack Bar,2250A Red Springs Dr,Las Vegas,Nevada,89135,A
Rivas Mexican Grill,Rivas Mexican Grill,Restaurant,5750 E Sahara Ave,Las Vegas,Nevada,89142-1798,A
Romano's Macaroni Grill,"Mac Acquisition, LLC",Restaurant,2400 W Sahara Ave,Las Vegas,Nevada,89102-4312,A
SLS MONKEY BAR,SLS LAS VEGAS,Bar / Tavern,2535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109-1137,A
SMITH'S FOOD AND DRUG DELI/SNACK BAR,SMITH'S FOOD AND DRUG #315,Snack Bar,8525 W WARM SPRINGS Rd,Las Vegas,Nevada,89113,A
SOULFISH POKE - DELETED,SOULFISH POKE,Restaurant,6375 S RAINBOW,Las Vegas,Nevada,89118,A
STARBUCKS COFFEE #25811,STARBUCKS COFFEE,Restaurant,7050 S DURANGO,Las Vegas,Nevada,89113,A
SUGAR FACTORY FASHION SHOW,SUGAR FACTORY @ FASHION SHOW - DELETED,Snack Bar,3200 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,A
SUNSHINE AND TAILWINDS CAFE,SUNSHINE AND TAILWINDS CAFE,Restaurant,2730 AIRPORT,North Las Vegas,Nevada,89130,A
SUPER ICE CREAM TRUCK #1,SUPER ICE CREAM,Food Trucks / Mobile Vendor,2850 E CHARLESTON Blvd,Las Vegas,Nevada,89104,A
SUSHI KO - SUSHI BAR,SUSHI KO,Snack Bar,7101 W CRAIG Rd,Las Vegas,Nevada,89124,A
"SUSHI RESTAURANT, THE","Sushi, The",Restaurant,16 W Horizon Ridge Pkwy,Henderson,Nevada,89012-5334,A
SUSHIMON SUSHI BAR,SUSHIMON,Restaurant,8320 W Sahara Ave,Las Vegas,Nevada,89117-8958,A
Smith's Grocery #372 Produce,Smith's Grocery #372,Produce Market,1421 N Jones Blvd,Las Vegas,Nevada,89108,A
Staybridge Suites - Kitchen - Buffet,Staybridge Suites,Buffet,5735 Dean Martin Dr,Las Vegas,Nevada,89118-3192,A
Subway #40511,SUBWAY #40511,Restaurant,3950 W Lake Mead Blvd,North Las Vegas,Nevada,89032-4895,A
Sunset Station Oyster Liquor Bar,Sunset Station Hotel & Casino,Bar / Tavern,1301 W Sunset Rd,Henderson,Nevada,89014,A
Surf City Squeeze,Boulevard Mall,Snack Bar,3480 S Maryland Pkwy,Las Vegas,Nevada,89169-3065,A
TACOTARIAN,TACOTARIAN,Restaurant,6135 S FORT APACHE 402,Las Vegas,Nevada,89148,A
TAQUERIA EL BUEN PASTOR,TAQUERIA EL BUEN PASTOR,Restaurant,4777 E CHARLESTON Blvd 217,Las Vegas,Nevada,89109,A
TGI Friday's Bar #1852,TGI Fridays,Bar / Tavern,4570 W Sahara Ave,Las Vegas,Nevada,89102-3795,A
TOMS URBAN WAREWASH/SERV STATION,TOMS URBAN @ NY NY,Special Kitchen,3790 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,A
Target #2569 - Starbucks,Target #2569,Snack Bar,6371 N Decatur Blvd,Las Vegas,Nevada,89130,A
Terrace Banquet Halls - Service Bar #1,Terrace Banquet Halls,Bar / Tavern,1361 W Warm Springs Rd,Henderson,Nevada,89014-8811,A
The Snack Truck,"SNACK TRUCK, THE",Food Trucks / Mobile Vendor,439 Rock Quarry Way,North Las Vegas,Nevada,89032-7895,A
UFC GLOBAL HEADQUARTERS DISHWASH DESERT,UFC GLOBAL HEADQUARTERS,Special Kitchen,6650 S TORREY PINES,Las Vegas,Nevada,89102,A
VDARA IN ROOM DINING,VDARA,Special Kitchen,2600 W Harmon Ave,Las Vegas,Nevada,89158-4538,A
VJ'S RESTAURANT,VJ'S,Restaurant,551 W MESQUITE,Mesquite,Nevada,89029,A
Ventano Prep Kitchen,Ventano Restaurant & Lounge,Special Kitchen,191 S Arroyo Grande Blvd,Henderson,Nevada,89012-4482,A
YOGI'S PICNIC BASKET BBQ - LAUGHLIN OUTLET CENTER,YOGI'S PICNIC BASKET,Barbeque,1955 S CASINO,Laughlin,Nevada,89029,A
ANGELINAS PIZZERIA,RIVIERA  - ANGELINAS,Restaurant,2901 S Las Vegas Blvd,Las Vegas,Nevada,89109-1933,A
ARAMARK PARK THEATER ORCH LVL BAR 3 (SEC 201-307),ARAMARK @ PARK THEATER MONTE CARLO RESORTS,Bar / Tavern,3770 S LAS VEGAS,Las Vegas,Nevada,89109,A
ARIA EDR INTL BUFFET / DESSERT STATION,CITY CENTER HOTELS,Buffet,3730 S Las Vegas Blvd,Las Vegas,Nevada,89109,A
Aunt Hattie's Breads,Aunt Hattie's Breads,Bakery Sales,3348 Losee Rd,North Las Vegas,Nevada,89030-3329,A
BALLYS LE BLVD SERVICE BAR,BALLY'S GRAND HOTEL,Bar / Tavern,3645 S Las Vegas Blvd,Las Vegas,Nevada,89119,A
BELLAGIO BACCARAT PANTRY,BELLAGIO HOTEL & CASINO,Pantry,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BELLAGIO YELLOWTAIL BAR,BELLAGIO HOTEL & CASINO,Bar / Tavern,3600 S Las Vegas Blvd,Las Vegas,Nevada,89109-4303,A
BOWLOLOGY,BOWLOLOGY,Restaurant,9555 S EASTERN Ave,Las Vegas,Nevada,89123,A
BUBBA GUMP SHRIMP Dishwashing,BUBBA GUMP SHRIMP CO - GOLDEN NUGGET,Special Kitchen,2300 S Casino Dr,Laughlin,Nevada,89029-1520,A
Binion's Coffee Shop Prep Area,Binions Gambling Hall & Hotel,Meat/Poultry/Seafood,128 Fremont St,Las Vegas,Nevada,89101-5604,A
Bon Breads Baking Company FMLR,Bon Breads Baking Co,Farmer's Market,4465 W Hacienda Ave,Las Vegas,Nevada,89118-4930,A
Bounty Hunter #91,Bounty Hunter,Bar / Tavern,415 E Windmill Ln,Las Vegas,Nevada,89123-1808,A
CAESARS BACCHANAL SERVICE BAR,CAESARS PALACE HOTEL & CASINO,Bar / Tavern,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,A
CAESARS OLD HOMESTEAD PANTRY,CAESARS PALACE HOTEL & CASINO,Pantry,3570 S Las Vegas Blvd,Las Vegas,Nevada,89109-8924,A
CANNERY Buffet Service Bar #1,Cannery Hotel & Casino,Bar / Tavern,2121 E Craig Rd,North Las Vegas,Nevada,89030-3385,A
CANYON RANCH PALAZZO BAR,CANYON RANCH @ PALAZZO,Bar / Tavern,3325 S LAS VEGAS Blvd 2880,Las Vegas,Nevada,89109,A
CASAMIA PIZZA,CASAMIA PIZZA,Snack Bar,6235 S PECOS,Las Vegas,Nevada,89120,A
CENTERPLATE ACES ICE MACHINE & SUPPORT S1,CENTERPLATE @ CONVENTION CENTER,Special Kitchen,3150 PARADISE Rd,Las Vegas,Nevada,89109,A
CENTERPLATE SOUTH KITCHEN COLD PREP & DISH UP SH,CENTERPLATE @ CONVENTION CENTER,Special Kitchen,3150 PARADISE Rd,Las Vegas,Nevada,89109,A
CHIPOTLE MEXICAN GRILL #328,CHIPOTLE MEXICAN GRILL #328 @ HARRAHS,Restaurant,3475 S Las Vegas Blvd,Las Vegas,Nevada,89109-8922,A
CHOW MEIN HOUSE,CHOW MEIN HOUSE,Restaurant,10300 W CHARLESTON,Las Vegas,Nevada,89135,A
CIRCUS HORSE AROUND SNACK BAR,CIRCUS CIRCUS CASINO,Snack Bar,2880 S Las Vegas Blvd,Las Vegas,Nevada,89109-1138,A
COSMO ROOM SERVICE SVC BAR P3,COSMOPOLITAN RESORT & CASINO,Bar / Tavern,3708 S Las Vegas Blvd,Las Vegas,Nevada,89109-4312,A
COTTAGE CAFE BAR,COTTAGE CAFE,Bar / Tavern,4647 S Paradise Rd,Las Vegas,Nevada,89169-7112,A
COYOTE SPRINGS PORTABLE UNIT #2,Coyote Springs Golf Course,Portable Unit,3100 STATE RTE168 PO BOX 37010,Coyote Springs,Nevada,89037,A
Cheesecake Factory - Bakery Department,Cheesecake Factory,Kitchen Bakery,160 S Green Valley Pkwy,Henderson,Nevada,89012-3111,A
Chicago Dogs,Chicago Dogs - Napoli Plaza,Restaurant,2055 E Tropicana Ave 11,Las Vegas,Nevada,89119-6585,A
Chuck E Cheese's,Chuck E Cheeses,Restaurant,350 N Nellis Blvd,Las Vegas,Nevada,89110-5336,A
DAL TORO ESPRESSO BAR,DAL TORO @ PALAZZO,Bar / Tavern,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
Denny's Restaurant @ Wld Wld West 8189,Wild Wild West - Denny's  #8189,Restaurant,3330 W Tropicana Ave,Las Vegas,Nevada,89103-5631,A
Dotty's #5 Tavern,Dotty's #5,Bar / Tavern,2823 N Green Valley Pkwy,Henderson,Nevada,89014-0401,A
E & J ICE CREAM #3,E & J ICE CREAM TRUCK,Food Trucks / Mobile Vendor,1100 SEARLES Ave,Las Vegas,Nevada,89101,A
ELEMENTS KITCHEN & MARTINI BAR - BAR,ELEMENTS KITCHEN & MARTINI BAR,Bar / Tavern,4950 S Rainbow Blvd 100,Las Vegas,Nevada,89118-1432,A
EMERILS GARDE MANGER/BAKERY,EMERILS NEW ORLEANS FISH HOUSE @ MGM,Special Kitchen,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,A
El Alacran De Dgo Service Bar,El Alacran De Dgo,Bar / Tavern,3711 S Valley View Blvd,Las Vegas,Nevada,89103-2973,A
FAMILY FOOD MART III GROCERY PREP,Family Food Mart III,Grocery Store Sampling,3455 N Nellis Blvd,Las Vegas,Nevada,89115-2890,A
FELIPE'S HOT DOGS #2,FELIPE'S TACOS #2,Portable Unit,6450 W LAKE MEAD Blvd 110,Las Vegas,Nevada,89108,A
FIREFLY ON PARADISE,FIREFLY ON PARADISE,Restaurant,3900 S Paradise Rd A,Las Vegas,Nevada,89169-0931,A
Felipes Hot Dogs Tacos Seasonal (11/24/11-7/24/12),FELIPE'S TACOS,Portable Unit,1615 N Decatur Blvd,Las Vegas,Nevada,89108-2292,A
Flamingo Stop - Chicago Deli & BBQ,Flamingo Stop,Snack Bar,8615 W Flamingo Rd,Las Vegas,Nevada,89147-8620,A
Fresh & Easy Sampling,Fresh & Easy Neighborhood Market,Grocery Store Sampling,3115 N Las Vegas Blvd,Las Vegas,Nevada,89115-0502,A
"GREAT AMERICAN PUB, THE","GREAT AMERICAN PUB, THE",Bar / Tavern,4145 S GRAND CANYON Dr,Las Vegas,Nevada,89147,A
GREENS AND GRILL,GREENS AND GRILL,Restaurant,840 S RANCHO,Las Vegas,Nevada,89106,A
Garcia Ice Cream Truck #7,GARCIA ICE CREAM TRUCK,Food Trucks / Mobile Vendor,2850 E CHARLESTON St,Las Vegas,Nevada,89104,A
Gold Coast Cortez Room,Gold Coast Hotel & Casino,Restaurant,4000 W Flamingo Rd,Las Vegas,Nevada,89103-4004,A
HAAGEN DAZS #903 MONTE CARLO   DELETED,HAAGEN DAZ #903 @ MONTE CARLO,Restaurant,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,A
HAMADA OF JAPAN LOUNGE,HAMADA @ HOWARD HUGHES CENTER,Bar / Tavern,365 Hughes Center Dr,Las Vegas,Nevada,89169-4814,A
HARD ROCK FU ASIAN SERVICE BAR,HARD ROCK HOTEL & CASINO LAS VEGAS,Bar / Tavern,4455 S Paradise Rd,Las Vegas,Nevada,89169-6574,A
HARRYO FIVE STAR BAR B Q RESTAURANT  DELETE 7 26 12,HARRYO FIVE STAR BAR B Q,Restaurant,1616 S Las Vegas Blvd,Las Vegas,Nevada,89104-1331,A
HOUSE OF MANCHESTER CARIBBEAN GRILL,BLUE MAHOE,Restaurant,2256 LOSEE E,North Las Vegas,Nevada,89030,A
ISLAND STYLE @ KOREA TOWN,ISLAND STYLE @ KOREA TOWN,Restaurant,6850 SPRING MOUNTAIN F01,Las Vegas,Nevada,89148,A
JAVIERS BAR,JAVIERS LAS VEGAS @ ARIA,Bar / Tavern,3730 S LAS VEGAS Blvd,Las Vegas,Nevada,89158,A
Jack in the Box #7209,Jack in the Box #7209,Restaurant,4385 N Las Vegas Blvd,Las Vegas,Nevada,89115-0640,A
Jr's Mexican Grill,Jr's Mexican Grill,Restaurant,1000 N Nellis Blvd,Las Vegas,Nevada,89110-5318,A
Jw Marriott Employee Dining Room -  DELETED,JW Marriott/RAMPART Hotel & Casino,Restaurant,221 N Rampart Blvd,Las Vegas,Nevada,89145-5722,A
Kentucky Fried Chicken #X527004,Kentucky Fried Chicken,Restaurant,7155 W Ann Rd,Las Vegas,Nevada,89130-1255,A
LAUGHLIN RIVER LODGE RIVERS BAR SVC BAR,LAUGHLIN RIVER LODGE,Bar / Tavern,2700 S CASINO Dr,Laughlin,Nevada,89029,A
LAVA GRILL,LAVA GRILL,Restaurant,3650 E FLAMINGO,Las Vegas,Nevada,89121,A
LINQ HIGH ROLLER PUSF 19,LINQ WHEEL HIGH ROLLER,Portable Unit,3545 S LAS VEGAS,Las Vegas,Nevada,89109,A
LINQ HOTEL SHOWROOM PORTABLE BAR PUSF,LINQ HOTEL & CASINO,Portable Unit,3535 S LAS VEGAS Blvd,Las Vegas,Nevada,89109,A
LOREN'S VEGAS DELIGHTS,LOREN'S VEGAS DELIGHTS @ THE COOKIE ZOO,Bakery Sales,1525 E SUNSET Rd,Las Vegas,Nevada,89119,A
LUCKY'S GAMING & SPIRITS,LUCKY'S GAMING & SPIRITS,Bar / Tavern,5006 S MARYLAND,Las Vegas,Nevada,89119,A
Le Sagittaire Cafe,Le Sagittaire Cafe,Restaurant,1634 Nevada Hwy,Boulder City,Nevada,89005-1904,A
MAGNUM COFFEE ROASTERY,MAGNUM COFFEE ROASTERY,Snack Bar,1335 E SUNSET A&B,Las Vegas,Nevada,89119,A
MB DELANO LOUNGE,MANDALAY BAY HOTEL & CASINO,Bar / Tavern,3950 S Las Vegas Blvd,Las Vegas,Nevada,89119-1005,A
MCCARRAN LIQUOR LIBRARY SAMPLING,LIQUOR LIBRARY BAGGAGE CLAIM T1,Grocery Store Sampling,5757 WAYNE NEWTON Blvd,Las Vegas,Nevada,89119,A
MGM ROBUCHON RESTAURANT,MGM GRAND HOTEL & CASINO,Restaurant,3799 S Las Vegas Blvd,Las Vegas,Nevada,89109-4319,A
MIRAGE GOURMET BAR,MIRAGE HOTEL & CASINO,Bar / Tavern,3400 S Las Vegas Blvd,Las Vegas,Nevada,89109-8923,A
MONTE CARLO SAMBALATTE,MONTE CARLO HOTEL & CASINO,Restaurant,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,A
Mariana's Market Restaurant,Marianas Market #2,Restaurant,3631 W Sahara Ave,Las Vegas,Nevada,89102-5870,A
Marriott Courtyard Bar,Courtyard by Marriott,Bar / Tavern,1901 N Rainbow Blvd,Las Vegas,Nevada,89108-2798,A
NOBLE ROMANS #012   DELETED,NOBLE ROMANS @ SHOWCASE MALL,Restaurant,3785 S Las Vegas Blvd,Las Vegas,Nevada,89109-4333,A
Opportunity Village Food Service Training,Opportunity Village Food Service Training,Bakery Sales,6300 W Oakey Blvd,Las Vegas,Nevada,89146-1122,A
Outback Steakhouse Catering,Outback Steakhouse 3214,Caterer,8671 W Sahara Ave,Las Vegas,Nevada,89117-5830,C
PALAZZO PANTRY #9,PALAZZO HOTEL & CASINO,Pantry,3325 S Las Vegas Blvd,Las Vegas,Nevada,89109-1414,A
PALMS PEARL CASINO BAR #6 NORTH,Palms Casino Resort,Bar / Tavern,4321 W Flamingo Rd,Las Vegas,Nevada,89103-3903,A
PARIS BAGUETTE AMERICA SNACK BAR @ GRAND CANAL SHOPPES,PARIS BAGUETTE AMERICA,Snack Bar,3377 S LAS VEGAS Blvd 2390M,Las Vegas,Nevada,89190,A
PARK MGM MAIN BANQUET KITCHEN,PARK MGM HOTEL & CASINO,Special Kitchen,3770 S Las Vegas Blvd,Las Vegas,Nevada,89109-4337,A
PF Chang's China Bistro #9945 Wok Line,P F Changs China Bistro,Restaurant,101 S Green Valley Pkwy,Henderson,Nevada,89012-3112,A
PHO 88,PHO 88,Restaurant,7920 S RAINBOW 120,Las Vegas,Nevada,89139,A
"PINT BAR, THE","PINT, THE",Bar / Tavern,9941 W Charleston Blvd,Las Vegas,Nevada,89117-6645,A
PIZZA PRESS @ FASHION SHOW MALL,PIZZA PRESS @ FASHION SHOW MALL,Restaurant,3200 S LAS VEGAS,Las Vegas,Nevada,89109,A
POPEYE'S CHICKEN #2295,POPEYE'S CHICKEN #2295,Restaurant,2421 W Bonanza Rd,Las Vegas,Nevada,89106-4706,A
PROSECCO BAR,PROSECCO,Bar / Tavern,8878 S EASTERN -104,Las Vegas,Nevada,89123,A
Palace Gift Shop,Palace Gift Shop,Concessions,5288 Boulder Hwy,Las Vegas,Nevada,89122-6003,A
Panda Express #1129,Panda Express,Restaurant,7470 S Las Vegas Blvd,Las Vegas,Nevada,89123-1000,A
Ping Pong Thai Restaurant,"P & S International, LLC",Restaurant,2955 E Sunset Rd -110,Las Vegas,Nevada,89120-2725,A
Pizza Hut #026588,Pizza Hut,Restaurant,7000 W Charleston Blvd,Las Vegas,Nevada,89117-1637,A
Pizza Hut Express,Pilot Travel Center,Restaurant,3812 E Craig Rd,North Las Vegas,Nevada,89030-7505,A
REBEL #97 - SNACK BAR,Rebel #97,Snack Bar,4665 E Sunset Rd,Henderson,Nevada,89014-2215,A
RED ROCK GRAND CAFE BAKERY,RED ROCK CASINO RESORT & SPA,Restaurant,11011 W Charleston Blvd,Las Vegas,Nevada,89135-1402,A
ROUSSEAU ENTERPRISES FMLR,Rousseau Enterprises,Farmer's Market,4050 W Sunset Rd H,Las Vegas,Nevada,89118,A
Rio Seafood Buffet - Mediterranean - DELETED 6/29/16,Rio Suites Hotel,Banquet Support,3700 W Flamingo Rd,Las Vegas,Nevada,89103-4043,A
Rizanos Pizza & Pasta,Rizanos Pizza & Pasta,Restaurant,4012 S Rainbow Blvd N,Las Vegas,Nevada,89103-2010,A
SAI SUSHI  Restaurant,SAI SUSHI,Restaurant,2540 ANTHEM VILLAGE 120,Henderson,Nevada,89052,A
SIGNATURE TOWER 2 EDR COOKLINE,"SIGNATURE @ MGM GRAND, THE",Special Kitchen,145 E Harmon Ave,Las Vegas,Nevada,89109-4504,A
SIGNATURE TOWER 3 COOKLINE,"SIGNATURE @ MGM GRAND, THE",Banquet Support,145 E Harmon Ave,Las Vegas,Nevada,89109-4504,A
SMITH'S #332 - STARBUCKS,Smith's Food King #332,Restaurant,7130 N Durango Dr,Las Vegas,Nevada,89149-4466,A
SNATCH BURGER PUSF,SNATCH BURGER,Portable Unit,6007 DEAN MARTIN,Las Vegas,Nevada,89118,A
SOCIAL HOUSE SERVICE BAR,SOCIAL HOUSE @ CRYSTALS,Bar / Tavern,3720 S Las Vegas Blvd,Las Vegas,Nevada,89158-1644,A
SOMERSET ACADEMY NLV CAMPUS KITCHEN #2 EAST,Somerset Academy NLV,Elementary School Kitchen,385 W Centennial Pkwy,North Las Vegas,Nevada,89084,A
SOUTHERN STYLE,SOUTHERN STYLE,Restaurant,4371 N Rancho Dr,Las Vegas,Nevada,89130,A
