name,address,city,state,zip_code,current_score,current_grade,rating,review_count,restaurants_price_range2,restaurants_reservations,restaurants_delivery,restaurants_takeout,business_accepts_creditcards,accepts_apple_pay,good_for,bike_parking,good_for_kids,restaurants_good_for_groups,restaurants_attire,ambience,noise_level,alcohol,outdoor_seating,wifi,has_tv,caters,good_for_working,gender_neutral_restrooms,location_name,category_name,violations,current_demerits,inspection_demerits,inspection_score,inspection_grade,business_id,neighborhood,accepts_insurance,ages_allowed,byob,byob_corkage,best_nights,business_accepts_bitcoin,business_parking,byappointmentonly,coat_check,corkage,dietary_restrictions,dogs_allowed,drive_thru,good_for_dancing,good_for_meal,hair_specializes_in,happy_hour,music,open_24_hours,restaurants_counter_service,restaurants_table_service,smoking,wheelchair_accessible,accepts_google_pay,has_gluten_free_options,has_pool_table,liked_by_vegans,liked_by_vegetarians,offers_military_discount,waiter_service
SPICY BBQ,5101 SANTA MONICA BLVD STE 1,LOS ANGELES,CA,90029,90,A,4.5,458.0,$$,No,No,Yes,No,No,Dinner,Yes,Yes,No,Casual,Casual,Average,No,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPITZ,3737 N CAHUENGA BLVD,LOS ANGELES,CA,91604,93,A,4.0,528.0,$$,No,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,"Hipster, Casual",Average,Beer & Wine Only,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPOON BY H.,7158 BEVERLY BLVD,LOS ANGELES,CA,90036,95,A,4.5,376.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Free,Null,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPOTLIGHT CAFE,135 N GRAND AVE,LOS ANGELES,CA,90012,98,A,2.5,19.0,$$,No,No,Yes,Yes,Null,Null,Null,Yes,Yes,Casual,Null,Average,Beer & Wine Only,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPRAZZO CUCINA ITALIANA,1389 WESTWOOD BLVD,LOS ANGELES,CA,90024,96,A,4.0,185.0,$$,Yes,No,Yes,Yes,Null,Dinner,No,No,Yes,Casual,Intimate,Average,Beer & Wine Only,Yes,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPREAD MEDITERRANEAN KITCHEN,334 S MAIN ST,LOS ANGELES,CA,90013,97,A,4.5,277.0,$$,Yes,Yes,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Casual,"Hipster, Casual",Average,Full Bar,Yes,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPRING ST,626 S SPRING ST STE B,LOS ANGELES,CA,90014,90,A,4.0,517.0,$$,No,No,Yes,Yes,No,Late Night,Yes,No,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPRING STREET SMOKEHOUSE,640 N SPRING ST,LOS ANGELES,CA,90012,92,A,3.5,797.0,$$,No,Yes,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPRINKLES A THE GROVE,189 THE GROVE DR # P5-01,LOS ANGELES,CA,90036,97,A,3.5,387.0,$$,Null,No,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPROUTS FARMERS MARKET,915 N LA BREA AVE,LOS ANGELES,CA,90038,98,A,3.5,141.0,$$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SPUDNUTS DONUTS,3001 S FIGUEROA ST,LOS ANGELES,CA,90007,91,A,4.0,117.0,$,No,No,Yes,Yes,Null,Breakfast,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SQIRL,720 N VIRGIL AVE # 04,LOS ANGELES,CA,90029,93,A,4.0,1336.0,$$,No,No,Yes,Yes,No,"Breakfast, Brunch, Lunch",Yes,No,No,Casual,Hipster,Average,No,Yes,Free,No,Yes,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SQUARE ONE AT THE BOATHOUSE,751 ECHO PARK AVE,LOS ANGELES,CA,90026,94,A,3.5,125.0,$,No,No,Yes,Yes,Yes,Null,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SQUARE ONE DINING,4854 FOUNTAIN AVE,LOS ANGELES,CA,90029,90,A,4.0,1450.0,$$,No,No,Yes,Yes,No,"Breakfast, Brunch",Yes,Yes,Yes,Casual,"Hipster, Casual",Average,No,Yes,No,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SQUAREFRITZ,1930 W OLYMPIC BLVD,LOS ANGELES,CA,90006,92,A,4.5,103.0,$,No,No,Yes,Yes,No,"Brunch, Lunch, Dessert",No,Yes,Yes,Casual,Casual,Average,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SSAM,1040 S WESTERN AVE,LOS ANGELES,CA,90006,90,A,4.5,649.0,$$,Yes,No,No,Yes,No,"Lunch, Dinner",No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ST REGIS LIQUOR,8401 W 3RD ST,LOS ANGELES,CA,90048,94,A,4.0,9.0,$,Null,Null,Yes,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ST VINCENT COFFEE SHOP,650 S HILL ST K10,LOS ANGELES,CA,90014,97,A,4.5,52.0,$,No,Yes,Yes,No,No,"Brunch, Lunch",Yes,No,Yes,Casual,Null,Quiet,No,Yes,Free,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ST VINCENT DELI,650 S HILL ST STE S2,LOS ANGELES,CA,90014,94,A,4.5,74.0,$,No,Yes,Yes,No,No,Null,Yes,Yes,No,Casual,Casual,Average,No,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAFFORD & MATHIS KITCHEN,1020 S FIGUEROA ST,LOS ANGELES,CA,90015,92,A,3.5,38.0,$$,Yes,No,Yes,Yes,Null,Breakfast,Yes,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAMP PROPER FOODS,4500 LOS FELIZ BLVD UNIT C,LOS ANGELES,CA,90027,92,A,4.0,201.0,$$,No,Yes,Yes,Yes,No,"Breakfast, Brunch, Lunch",Yes,Yes,Yes,Casual,"Hipster, Casual",Average,No,Yes,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAN'S DONUTS,10948 WEYBURN AVE,LOS ANGELES,CA,90024,91,A,4.0,691.0,$,Null,No,Yes,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAPLES CENTER (LEVY),1111 S FIGUEROA ST,LOS ANGELES,CA,90015,94,A,4.0,1684.0,$$$,Null,Null,Null,Yes,No,Null,Yes,Yes,Yes,Null,Casual,Very Loud,Full Bar,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAR ALLIANCE LOUNGE,380 WORLD WAY #6C4 -30,LOS ANGELES,CA,90045,90,A,4.0,92.0,$,No,Null,Null,Yes,Yes,Null,No,Null,Yes,Null,Casual,Average,Full Bar,Yes,Free,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAR BAKERY,11628 SANTA MONICA BLVD # 6,LOS ANGELES,CA,90025,90,A,4.0,90.0,$,Null,No,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAR KARAOKE,601 S ARDMORE AVE STE #200,LOS ANGELES,CA,90005,90,A,4.0,102.0,$$,Null,Null,Null,Yes,No,Null,No,Null,Yes,Null,"Casual, Trendy",Very Loud,Full Bar,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAR MARKET,12146 SANTA MONICA BLVD,LOS ANGELES,CA,90025,95,A,3.5,21.0,$,Null,Null,Null,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STAR OF INDIA,730 VINE ST,LOS ANGELES,CA,90038,90,A,4.0,94.0,$$,Yes,Yes,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STARBUCKS COFFEE #9230,217 N HILL ST,LOS ANGELES,CA,90012,96,A,3.0,69.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Free,Null,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STATION FOOD MARKET,6601 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,95,A,2.5,3.0,$$,Null,Null,No,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STEINGARTEN,10543 W PICO BLVD,LOS ANGELES,CA,90064,92,A,4.0,291.0,$$,Yes,No,Yes,Yes,No,"Lunch, Dinner",Yes,No,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STELLA BARRA PIZZERIA,6372 N SUNSET BLVD,LOS ANGELES,CA,90028,90,A,4.0,920.0,$$,Yes,No,Yes,Yes,No,Dinner,Yes,No,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STELLA SNACK SHOP,4632 SANTA MONICA BLVD # 24,LOS ANGELES,CA,90029,95,A,3.5,797.0,$$$,Yes,No,Yes,Yes,Null,Dinner,Yes,No,Yes,Casual,Romantic,Average,Full Bar,Yes,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STEPHANIE MINI MARKET,2961 E 4TH ST,LOS ANGELES,CA,90033,98,A,1.0,1.0,$$$,Null,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STERLING PALATE,100 WORLD WAY,LOS ANGELES,CA,90045,99,A,3.0,2.0,$,Null,Null,Null,Yes,Null,Null,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STEVE BOARDNERS,1652 N CHEROKEE AVE,LOS ANGELES,CA,90028,94,A,3.5,299.0,$$,Yes,Null,Null,Yes,No,Null,No,Null,Yes,Null,Casual,Average,Full Bar,Yes,No,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STEWS MILK MART,5117 N HUNTINGTON DR,LOS ANGELES,CA,90032,95,A,2.0,3.0,$,Null,Null,Null,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STEW'S MILK MART,5117 N HUNTINGTON DR N,LOS ANGELES,CA,90032,95,A,2.0,3.0,$,Null,Null,Null,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STICKY RICE,317 S BROADWAY STE #C-4-,LOS ANGELES,CA,90013,94,A,4.0,641.0,$$,No,No,Yes,Yes,No,Lunch,Yes,Yes,No,Casual,Casual,Loud,No,Yes,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STICKY RICE,317 BROADWAY # B-5,LOS ANGELES,CA,90013,91,A,4.0,641.0,$$,No,No,Yes,Yes,No,Lunch,Yes,Yes,No,Casual,Casual,Loud,No,Yes,Free,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STIR CRAZY COFFEE HOUSE,6903 MELROSE AVE,LOS ANGELES,CA,90038,98,A,4.0,299.0,$,Null,Null,Yes,Yes,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Free,Null,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STK/BAGATELLE,755 N LA CIENEGA BLVD,LOS ANGELES,CA,90069,90,A,3.5,1430.0,$$$,Yes,No,No,Yes,No,Dinner,No,No,Yes,Dressy,Trendy,Average,Full Bar,No,No,No,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STO. DOMINGO BAKERY,3418 W 8TH ST,LOS ANGELES,CA,90005,92,A,4.0,11.0,$,No,No,Yes,No,No,Null,Yes,Yes,Yes,Casual,Null,Average,No,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STONE GRILL BBQ,703 S VERMONT AVE,LOS ANGELES,CA,90005,90,A,4.0,303.0,$$,Yes,No,Yes,Yes,No,"Lunch, Dinner",No,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STOP AND SHOP MARKET,1123 N VINE ST STE 13,LOS ANGELES,CA,90038,90,A,4.5,4.0,$$,Null,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STORIES,1716 W SUNSET BLVD,LOS ANGELES,CA,90026,90,A,4.0,318.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,Free,Null,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STOUT,1544 N CAHUENGA BLVD,LOS ANGELES,CA,90028,90,A,4.0,1683.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner, Late Night",Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STREET CHURROS,6801 HOLLYWOOD BLVD # 253,LOS ANGELES,CA,90028,94,A,4.0,152.0,$,Null,Null,Yes,Yes,No,Null,Yes,Null,Null,Null,Null,Null,Null,Yes,No,Null,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STREET LEVEL CAFE,1166 GLENDALE BLVD,LOS ANGELES,CA,90026,90,A,5.0,129.0,$$,Yes,No,Yes,Yes,Yes,"Breakfast, Brunch, Lunch, Dessert",Yes,Yes,Yes,Casual,"Hipster, Casual",Average,No,Yes,Free,No,No,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STUDIO LIQUOR,6759 SANTA MONICA BLVD,LOS ANGELES,CA,90038,92,A,5.0,1.0,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
STUDY HALL,2827 S HOOVER ST,LOS ANGELES,CA,90007,90,A,4.0,115.0,$$,No,No,Yes,Yes,Yes,"Lunch, Dinner",Yes,No,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,Yes,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SUBMARINER,4562 S CENTINELA AVE,LOS ANGELES,CA,90066,98,A,4.0,174.0,$,No,No,Yes,Yes,No,Null,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SUEDE BAR AND LOUNGE,404 S FIGUEROA ST STE #102,LOS ANGELES,CA,90071,93,A,3.0,205.0,$$,Yes,Null,Null,Yes,No,Null,Yes,Null,Yes,Null,Trendy,Loud,Full Bar,Yes,Free,Yes,Null,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SUEHIRO,337 E 1ST ST,LOS ANGELES,CA,90012,93,A,4.0,1170.0,$$,No,No,Yes,Yes,No,"Lunch, Dinner, Late Night",Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SUGAR JUICE,5301 W SUNSET BLVD STE #7,LOS ANGELES,CA,90027,95,A,4.5,143.0,$,Yes,No,Yes,Yes,Yes,Null,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,Free,No,Yes,Null,Yes,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
SUGARBIRD,624 GRAND AVE,LOS ANGELES,CA,90017,98,A,4.5,58.0,$$,No,Yes,Yes,Yes,No,Null,Yes,No,Yes,Casual,Null,Quiet,No,Yes,No,No,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
